voltage,current,temperature,resistance,frequency,power,fault
222.86,11.05,33.54,17.76,50.49,2462.59,0.0
234.9,17.11,58.94,22.63,49.19,4019.16,1.0
219.07,10.66,39.86,25.14,49.2,2334.65,0.0
252.88,20.87,64.34,15.86,46.76,5277.63,1.0
252.06,11.2,44.3,16.25,45.91,2822.0,1.0
263.99,18.87,60.27,19.75,47.71,4981.85,1.0
221.07,10.12,31.31,24.44,50.49,2237.08,0.0
261.63,15.82,54.71,21.05,50.34,4140.18,1.0
271.72,12.65,60.32,17.14,49.0,3435.99,1.0
254.36,16.81,52.73,23.03,50.57,4275.48,1.0
228.25,9.64,30.1,22.39,50.01,2200.32,0.0
229.78,8.88,36.14,23.85,49.77,2040.93,0.0
249.3,12.3,67.59,16.26,49.1,3065.69,1.0
243.42,10.24,37.59,26.21,50.17,2492.37,0.0
243.63,15.33,58.88,21.58,47.85,3733.72,1.0
250.08,15.92,55.09,19.82,51.48,3980.48,1.0
245.43,13.63,63.27,19.36,49.87,3345.29,1.0
229.25,10.27,33.6,24.37,50.21,2355.48,0.0
234.08,10.55,34.74,22.03,49.88,2470.53,0.0
226.17,9.44,35.44,24.54,49.83,2134.65,0.0
258.37,7.83,52.21,18.89,48.58,2022.4,1.0
234.51,7.28,29.89,22.82,49.89,1706.68,0.0
230.01,9.21,26.3,25.44,50.3,2117.99,0.0
225.3,14.53,62.65,17.3,47.66,3272.87,1.0
232.58,8.66,31.01,21.15,49.98,2013.08,0.0
232.14,12.44,31.54,22.77,49.16,2888.15,0.0
232.31,10.01,35.09,24.08,50.26,2324.53,0.0
215.71,16.92,54.04,14.68,47.32,3650.58,1.0
234.31,11.32,54.68,23.79,48.48,2653.26,1.0
230.73,12.81,48.68,24.44,48.65,2954.7,1.0
229.09,10.02,31.75,22.52,50.4,2295.97,0.0
235.08,18.68,43.92,20.02,47.77,4392.18,1.0
232.01,9.91,31.67,22.18,50.02,2299.65,0.0
233.27,10.6,32.42,19.09,49.52,2471.6,0.0
252.39,11.28,42.24,24.19,47.64,2846.55,1.0
264.27,11.93,67.53,24.26,49.23,3152.46,1.0
233.44,10.96,34.36,21.39,50.13,2558.54,0.0
228.83,10.63,41.77,20.88,47.12,2432.5,1.0
